ID,Region of residence,Age of Subject,Time spent on Online Class,Rating of Online Class experience,Medium for online class,Time spent on self study,Time spent on fitness,Time spent on sleep,Time spent on social media,Time spent on TV,Number of meals per day,Change in your weight,Health issue during lockdown,Stress busters,Time utilized,"Do you find yourself more connected with your family, close friends , relatives  ?"
R915,Delhi-NCR,19,5,Average,Smartphone,6,2,5,4,0,3,Remain Constant,NO,Scrolling through social media,YES,YES
R916,Delhi-NCR,39,2,Excellent,Tablet,1,1,7,1,0.5,3,Remain Constant,NO,Cooking,NO,YES
R917,Outside Delhi-NCR,20,3,Average,Smartphone,2,0,8,1,1,3,Remain Constant,NO,Meditation,NO,YES
R918,Delhi-NCR,19,5,Average,Laptop/Desktop,2,0.5,8,2,1,3,Increased,NO,Listening to music,NO,YES
R919,Outside Delhi-NCR,23,2,Average,Laptop/Desktop,6,2,7,4,2,4,Remain Constant,NO,Online surfing,YES,YES
R920,Outside Delhi-NCR,21,5,Average,Laptop/Desktop,2,0,10,2,0.5,3,Increased,NO,Listening to music,YES,NO
R921,Outside Delhi-NCR,10,5,Average,Laptop/Desktop,2,1,9,1.5,1,4,Increased,NO,Online gaming,YES,YES
R922,Delhi-NCR,14,5,Average,Tablet,1,1,9,1,4,3,Increased,NO,Online gaming,YES,YES
R923,Outside Delhi-NCR,9,5,Excellent,Smartphone or Laptop/Desktop,2,0.6,7,1,0,4,Remain Constant,NO,Online gaming,YES,YES
R924,Outside Delhi-NCR,22,4,Average,Laptop/Desktop,3,1,7,1,2,3,Decreased,NO,Online gaming,YES,YES
R925,Outside Delhi-NCR,13,4,Good,Laptop/Desktop,2,0,10,3,0,4,Remain Constant,NO,Online gaming,NO,YES
R926,Delhi-NCR,23,2,Very poor,Smartphone,2,1,6,3,0,3,Increased,NO,Listening to music,NO,NO
R927,Delhi-NCR,13,5,Very poor,Smartphone,1,0.6,7,4,2,4,Decreased,NO,Listening to music,NO,YES
R928,Outside Delhi-NCR,21,1,Good,Laptop/Desktop,3,1,10,3,1,3,Increased,NO,Social Media,YES,YES
R929,Outside Delhi-NCR,34,3,Average,Smartphone,6,0,6,1,1,3,Remain Constant,NO,Listening to music,YES,YES
R930,Delhi-NCR,14,9,Good,Smartphone,2,1,9,1,0,2,Remain Constant,NO,Online gaming,YES,YES
R931,Delhi-NCR,32,2,Average,Smartphone,2,1,6,1,0,1,Remain Constant,NO,Listening to music,YES,YES
R932,Outside Delhi-NCR,21,3,Average,Smartphone,2,1,8,6,3,2,Remain Constant,NO,Painting,NO,YES
R933,Delhi-NCR,19,3,Excellent,Smartphone,0,1,6,4,1,3,Remain Constant,NO,Listening to music,YES,NO
R934,Outside Delhi-NCR,14,5,Average,Tablet,3,1,6,4,0,2,Increased,YES,Listening to music,YES,YES
R935,Delhi-NCR,22,1,Average,Smartphone,1,0,9,3,0,3,Increased,NO,Listening to music,YES,YES
R936,Outside Delhi-NCR,26,9,Very poor,Laptop/Desktop,2,0,5,3,1,3,Increased,NO,Reading books,YES,YES
R937,Outside Delhi-NCR,21,2,Very poor,Smartphone,2,0,7,1,1,3,Remain Constant,YES,Listening to music,NO,YES
R938,Delhi-NCR,22,1,Very poor,Laptop/Desktop,6,0,6,2,0,2,Increased,YES,Watching web series,YES,YES
R939,Outside Delhi-NCR,21,2,Average,Laptop/Desktop,3,1,8,6,2,3,Remain Constant,NO,Dancing,YES,YES
R940,Outside Delhi-NCR,40,5,Excellent,Laptop/Desktop,4,1,7,6,2,3,Remain Constant,NO,Listening to music,YES,YES
R941,Outside Delhi-NCR,15,2,Good,Laptop/Desktop,2,0,11,5,0,3,Remain Constant,NO,Web Series,NO,YES
R942,Delhi-NCR,16,3,Average,Smartphone,3,0,10,5,3,4,Remain Constant,NO,Listening to music,NO,YES
R943,Outside Delhi-NCR,20,4,Very poor,Smartphone,3,1,8,5,2,4,Increased,NO,Reading books,YES,YES
R944,Outside Delhi-NCR,22,2,Very poor,Laptop/Desktop,1,0,8,4,0,2,Remain Constant,NO,Online gaming,NO,YES
R945,Outside Delhi-NCR,22,4,Average,Laptop/Desktop,6,0,8,5,1,3,Increased,NO,Listening to music,NO,YES
R946,Delhi-NCR,23,2,Good,Smartphone,7,0,7,4,1,4,Increased,NO,Dancing,NO,YES
R947,Delhi-NCR,21,4,Good,Laptop/Desktop,10,1,7,3,0,3,Remain Constant,YES,Listening to music,NO,YES
R948,Outside Delhi-NCR,17,3,Average,Smartphone,2,1,8,5,3.5,1,Remain Constant,NO,Watching web series,YES,YES
R949,Delhi-NCR,24,0,Average,Laptop/Desktop,10,1,8,1,0,3,Increased,NO,Talking to your relatives,YES,YES
R950,Delhi-NCR,19,1,Average,Smartphone,0,0,8,6,2,2,Decreased,YES,Online gaming,NO,NO
R951,Delhi-NCR,23,10,Average,Laptop/Desktop,1,0,8,8,1,3,Decreased,NO,Watching web series,YES,YES
R952,Delhi-NCR,21,6,Average,Smartphone,2,1,7,3,1,3,Decreased,NO,Reading books,YES,YES
R953,Delhi-NCR,14,6,Good,Tablet,2,0,8.3,1,2.5,3,Increased,NO,Online gaming,NO,YES
R954,Outside Delhi-NCR,14,3,Good,Smartphone,1,0,8,3,1,4,Remain Constant,NO,Web Series,NO,YES
R955,Delhi-NCR,23,2,Average,Laptop/Desktop,6,1,7,2,1,3,Increased,NO,Online gaming,NO,YES
R957,Outside Delhi-NCR,33,2,Average,Smartphone,1,0,6,1,0.5,2,Remain Constant,NO,Meditation,NO,YES
R958,Delhi-NCR,11,4,Good,Smartphone,2,0,9,1,0,3,Remain Constant,NO,Sleeping,YES,YES
R959,Delhi-NCR,20,3,Good,Laptop/Desktop,2,1,10,2,0,4,Increased,NO,Sleeping,YES,YES
R960,Outside Delhi-NCR,23,2,Average,Smartphone,2,0.3,8,1,0,3,Decreased,NO,Meditation,YES,YES
R962,Delhi-NCR,18,0,Poor,Smartphone,0,2,12,1,0,7,Increased,NO,Online gaming,NO,YES
R963,Delhi-NCR,21,4,Average,Smartphone,8,0,6,1,0,2,Decreased,YES,Online surfing,NO,NO
R964,Delhi-NCR,38,2,Very poor,Laptop/Desktop,4,0,7,3,1,3,Increased,NO,Scrolling through social media,NO,NO
R965,Delhi-NCR,20,5,Good,Laptop/Desktop,5,0,8,3,0,2,Remain Constant,NO,Reading,YES,NO
R967,Delhi-NCR,11,2,Excellent,Smartphone,1,0,10,3,2,3,Increased,NO,Online gaming,YES,YES
R968,Outside Delhi-NCR,22,0,Good,Laptop/Desktop,4,1,7,3,0,3,Increased,NO,Listening to music,NO,YES
R970,Delhi-NCR,21,8,Very poor,Laptop/Desktop,1,1,9,2,0,3,Remain Constant,YES,Scrolling through social media,NO,NO
R971,Delhi-NCR,26,0,Very poor,Smartphone,0,0,12,2,2,2,Remain Constant,YES,Listening to music,NO,NO
R972,Outside Delhi-NCR,23,2,Very poor,Laptop/Desktop,1,1,7.5,1,2,3,Remain Constant,NO,Online gaming,YES,YES
R973,Delhi-NCR,19,3,Average,Smartphone,5,1,6,1,0,2,Remain Constant,NO,Reading books,YES,YES
R974,Delhi-NCR,21,5,Average,Smartphone,3,1,8,4,0,4,Remain Constant,YES,Cooking,NO,NO
R975,Delhi-NCR,20,4,Very poor,Laptop/Desktop,3,0,9,2,1,2,Remain Constant,NO,Scrolling through social media,YES,NO
R976,Outside Delhi-NCR,19,1,Good,Laptop/Desktop,2,0,8,1,0.3,3,Remain Constant,NO,Dancing,NO,YES
R977,Outside Delhi-NCR,20,4,Very poor,Smartphone,2,0,10,1,0,3,Decreased,NO,Sleeping,NO,NO
R978,Delhi-NCR,19,2,Average,Laptop/Desktop,3,0.5,8,2,1,3,Increased,NO,Watching web series,NO,NO
R979,Delhi-NCR,17,4,Good,Laptop/Desktop,2,1,10,6,4,4,Increased,NO,Listening to music,YES,YES
R980,Delhi-NCR,20,10,Very poor,Laptop/Desktop,2,1,8,5,0,3,Remain Constant,NO,Scrolling through social media,NO,NO
R981,Outside Delhi-NCR,20,4,Good,Smartphone,2,1,8,2,0.1,4,Remain Constant,NO,Cooking,YES,YES
R982,Outside Delhi-NCR,27,4,Average,Smartphone,2,0,7,8,4,3,Increased,NO,Listening to music,NO,YES
R983,Delhi-NCR,18,7,Very poor,Smartphone,4,0,9,2,0,2,Decreased,NO,Online surfing,NO,YES
R984,Outside Delhi-NCR,18,8,Good,Smartphone,2,0.25,7,1.5,1,3,Increased,NO,Talking,NO,NO
R985,Outside Delhi-NCR,19,6,Average,Smartphone,4,1,6,5,2,3,Remain Constant,NO,Online gaming,NO,NO
R986,Delhi-NCR,18,5,Very poor,Smartphone,0,0,7,1,0.5,3,Decreased,NO,Online gaming,YES,NO
R987,Outside Delhi-NCR,20,4,Good,Smartphone,2,1,8,2,0.1,4,Remain Constant,NO,Cooking,YES,YES
R988,Outside Delhi-NCR,19,6,Very poor,Laptop/Desktop,2,0,8,2,0,3,Increased,NO,Listening to music,NO,NO
R989,Delhi-NCR,19,6,Average,Laptop/Desktop,5,1,7,3,0.3,4,Increased,NO,Watching web series,YES,YES
R990,Delhi-NCR,18,8,Very poor,Smartphone,0,1,6,5,0,2,Decreased,NO,Online gaming,NO,YES
R991,Delhi-NCR,18,4,Very poor,Smartphone,0,1,8,2,0.3,3,Remain Constant,NO,Sketching,YES,YES
R992,Delhi-NCR,19,8,Good,Smartphone,2,2,8,5,1,2,Decreased,YES,Dancing,NO,YES
R993,Delhi-NCR,26,1,Average,Smartphone,1,0,8,3,0,3,Increased,NO,Listening to music,NO,YES
R994,Outside Delhi-NCR,18,8,Average,Smartphone,3,1,5,4,2,2,Decreased,NO,Listening to music,NO,NO
R995,Outside Delhi-NCR,19,2,Good,Smartphone,2,1,8,3,2,1,Decreased,YES,Listening to music,NO,YES
R996,Outside Delhi-NCR,18,5,Average,Smartphone,2,0,6,1,0,3,Remain Constant,NO,Talking to your relatives,NO,YES
R997,Outside Delhi-NCR,21,2,Average,Laptop/Desktop,1,0,12,3,0,2,Increased,NO,Listening to music,NO,YES
R998,Outside Delhi-NCR,19,0,Very poor,Laptop/Desktop,8,0,8,10,0,3,Remain Constant,YES,Talking to your relatives,YES,YES
R999,Outside Delhi-NCR,23,2,Average,Laptop/Desktop,2,2,7,5,2,2,Remain Constant,NO,Scrolling through social media,NO,YES
R1000,Outside Delhi-NCR,22,4,Good,Laptop/Desktop,2,0,9,3,1,2,Increased,NO,Listening to music,YES,YES
R1001,Delhi-NCR,19,8,Average,Smartphone,4,0,6,1,2,2,Remain Constant,NO,Sleeping,NO,YES
R1002,Outside Delhi-NCR,19,6,Good,Laptop/Desktop,2,0,8,10,0,4,Increased,NO,Social Media,NO,YES
R1004,Delhi-NCR,18,6,Very poor,Smartphone,4,0,7,3,0.3,4,Decreased,NO,Online surfing,YES,YES
R1005,Outside Delhi-NCR,12,0,Excellent,Smartphone,3,1,8,1,2,2,Increased,NO,Reading books,YES,YES
R1006,Outside Delhi-NCR,18,5,Good,Smartphone,3,2,8,3,0,3,Remain Constant,NO,Listening to music,NO,YES
R1007,Delhi-NCR,19,4,Very poor,Laptop/Desktop,3,0,8,2,0,3,Remain Constant,NO,Listening to music,YES,NO
R1008,Delhi-NCR,19,6,Average,Laptop/Desktop,2,2,6,3,0.3,2,Increased,NO,Listening to music,NO,YES
R1009,Delhi-NCR,20,3,Very poor,Laptop/Desktop,2,0,7,3,0,4,Decreased,YES,Reading books,NO,NO
R1010,Outside Delhi-NCR,26,4,Very poor,Smartphone,2,0,7,2,0,3,Increased,NO,Listening to music,NO,YES
R1011,Outside Delhi-NCR,20,3,Very poor,Laptop/Desktop,2,1,8,1,1,4,Increased,NO,Online gaming,NO,YES
R1012,Outside Delhi-NCR,23,4,Good,Smartphone,2,1,7,3,1,3,Remain Constant,YES,Cooking,YES,YES
R1013,Delhi-NCR,26,4,Very poor,Smartphone,3,1,7,2,1,3,Remain Constant,NO,Listening to music,NO,NO
R1014,Delhi-NCR,19,4,Average,Laptop/Desktop,2,0.5,8,2,1,2,Remain Constant,NO,Watching web series,NO,NO
R1015,Outside Delhi-NCR,22,0,Good,Laptop/Desktop,2,1,9,2,2,2,Remain Constant,NO,Sleeping,YES,YES
R1016,Outside Delhi-NCR,23,3,Average,Smartphone,4,1,8,3,2,3,Remain Constant,NO,Online surfing,YES,NO
R1017,Delhi-NCR,20,2,Good,Smartphone,3,1,6,2,3,2,Remain Constant,NO,Sleeping,NO,YES
R1018,Outside Delhi-NCR,29,5,Average,Laptop/Desktop,3,1,8,2,2,3,Remain Constant,NO,Watching web series,YES,YES
R1019,Outside Delhi-NCR,28,5,Good,Laptop/Desktop,4,1,10,2,1,3,Remain Constant,NO,Online gaming,YES,YES
R1020,Delhi-NCR,32,3,Average,Laptop/Desktop,2,0,6,2,0.3,3,Increased,YES,Talking to your relatives,YES,YES
R1021,Outside Delhi-NCR,21,0,Poor,Smartphone,1,2,7,2,0.5,4,Decreased,NO,Meditation,YES,YES
R1022,Outside Delhi-NCR,24,1,Good,Smartphone,3,2,8,2,0,2,Remain Constant,NO,Social Media,YES,YES
R1023,Delhi-NCR,25,0,Good,Laptop/Desktop,4,1,8,2,0,2,Remain Constant,YES,Web Series,NO,YES
R1024,Delhi-NCR,32,4,Average,Laptop/Desktop,4,1,6,0.3,0,3,Remain Constant,NO,Cooking,YES,YES
R1025,Delhi-NCR,35,1,Good,Smartphone,3,1,7,2,0,2,Remain Constant,NO,Talking,YES,YES
R1026,Delhi-NCR,27,0,Good,Smartphone,2,0,8,2,2,3,Remain Constant,NO,Sleeping,NO,YES
R1027,Delhi-NCR,36,3,Average,Laptop/Desktop,2,0,10,2,0,3,Increased,NO,Watching web series,NO,NO
R1028,Delhi-NCR,22,5,Very poor,Laptop/Desktop,1,1,8,1,0.5,3,Decreased,YES,Sleeping,YES,YES
R1029,Delhi-NCR,20,6,Good,Laptop/Desktop,4,1,6,1,0,3,Increased,NO,Listening to music,YES,YES
R1030,Outside Delhi-NCR,16,4,Very poor,Smartphone,2,0,9,2,0,2,Remain Constant,NO,Scrolling through social media,NO,YES
R1031,Outside Delhi-NCR,38,2,Average,Laptop/Desktop,3,1,5,3,0,3,Increased,NO,Listening to music,YES,NO
R1032,Delhi-NCR,24,2,Good,Smartphone,0,1,9,5,3,4,Increased,NO,Online gaming,YES,YES
R1033,Outside Delhi-NCR,25,0,Very poor,Smartphone,2,0,7,5,0,3,Remain Constant,NO,Listening to music,NO,YES
R1034,Outside Delhi-NCR,20,2,Very poor,Smartphone,8,1,6,1,0,3,Remain Constant,NO,Watching web series,YES,YES
R1035,Delhi-NCR,22,2,Very poor,Smartphone,1,0,9,3,2,2,Decreased,YES,Listening to music,NO,YES
R1036,Delhi-NCR,23,4,Average,Smartphone,3,1,8,2,0,4,Remain Constant,NO,Scrolling through social media,NO,YES
R1037,Outside Delhi-NCR,24,2,Very poor,Smartphone,6,0,12,4,0,4,Remain Constant,NO,Scrolling through social media,NO,YES
R1038,Delhi-NCR,20,0,Average,Smartphone,0,2,9,2,0.5,3,Remain Constant,NO,Sports,NO,YES
R1040,Outside Delhi-NCR,20,5,Average,Laptop/Desktop,4,1,8,1.5,1,3,Increased,NO,Listening to music,NO,YES
R1041,Outside Delhi-NCR,19,3,Very poor,Laptop/Desktop,3,0,8,3,0,3,Remain Constant,YES,Scrolling through social media,NO,NO
R1042,Outside Delhi-NCR,18,4,Very poor,Laptop/Desktop,1,1,10,3,1,4,Increased,NO,Reading books,NO,NO
R1043,Outside Delhi-NCR,20,5,Very poor,Laptop/Desktop,3,0.5,10,3,2,3,Increased,NO,Sleeping,YES,NO
R1044,Outside Delhi-NCR,21,6,Good,Laptop/Desktop,4,1,8,2,0.5,3,Remain Constant,NO,Web Series,YES,YES
R1045,Outside Delhi-NCR,20,2,Very poor,Laptop/Desktop,1,0,6,1,2,3,Decreased,NO,Listening to music,NO,NO
R1046,Outside Delhi-NCR,20,2,Good,Smartphone,2,1,8,2,3,3,Decreased,NO,Sleeping,YES,YES
R1047,Outside Delhi-NCR,21,4,Excellent,Laptop/Desktop,2,0,8,0.5,4,3,Increased,YES,Meditation,YES,YES
R1048,Delhi-NCR,22,2,Average,Laptop/Desktop,2,1,8,3,0.5,3,Remain Constant,NO,Scrolling through social media,NO,NO
R1049,Delhi-NCR,22,2,Very poor,Smartphone,3,1,10,4,2,4,Remain Constant,NO,Scrolling through social media,NO,YES
R1050,Delhi-NCR,21,0,Poor,Smartphone,1,0,7,0,0,2,Increased,NO,Reading books,YES,YES
R1051,Delhi-NCR,19,4,Very poor,Laptop/Desktop,3,0,10,4,0,2,Increased,YES,Sleeping,NO,NO
R1052,Delhi-NCR,18,2,Average,Smartphone,2,1,8,1.3,2,4,Remain Constant,NO,Drawing and painting and sketching,NO,YES
R1053,Delhi-NCR,20,3,Very poor,Smartphone,2,0,6,3,0,2,Increased,NO,Reading books,YES,NO
R1054,Delhi-NCR,20,3,Average,Smartphone,3,1,11,3,0,3,Remain Constant,NO,With a friend,NO,YES
R1055,Outside Delhi-NCR,18,0,Good,Smartphone,3,1,7,2,1,4,Remain Constant,NO,Meditation,YES,YES
R1056,Delhi-NCR,31,8,Very poor,Laptop/Desktop,1,0,8,2,1,2,Remain Constant,NO,Online gaming,NO,YES
R1057,Delhi-NCR,18,6,Very poor,Laptop/Desktop,2,0,8,1,0.5,2,Increased,NO,Watching web series,NO,YES
R1058,Outside Delhi-NCR,23,2,Good,Smartphone,1,1,5,2,1,2,Decreased,NO,Cooking,YES,YES
R1059,Outside Delhi-NCR,20,3,Average,Laptop/Desktop,2,0,9,5,0,4,Increased,NO,Scrolling through social media,NO,NO
R1060,Delhi-NCR,33,4,Average,Smartphone,2,1,6,4,1,3,Increased,YES,Talking to your relatives,YES,YES
R1061,Delhi-NCR,24,2,Average,Smartphone,4,0,6,3,0,4,Increased,NO,Watching web series,NO,YES
R1062,Outside Delhi-NCR,17,5,Very poor,Laptop/Desktop,0.5,0.3,7.5,0.5,0.3,3,Remain Constant,NO,Online gaming,YES,NO
R1063,Outside Delhi-NCR,15,4,Average,Laptop/Desktop,3,0,8,2,1,3,Remain Constant,NO,Painting,YES,YES
R1064,Outside Delhi-NCR,17,4,Average,Laptop/Desktop,5,2,7,0.4,0.5,3,Remain Constant,NO,"Reading books, music, exercise",NO,YES
R1065,Outside Delhi-NCR,16,4,Excellent,Smartphone or Laptop/Desktop,3,1,8,5,5,3,Increased,NO,Listening to music,NO,NO
R1066,Outside Delhi-NCR,15,8,Average,Tablet,4,0,5,2,1,3,Remain Constant,NO,Watching ted talks and music and books,YES,NO
R1067,Outside Delhi-NCR,16,8,Good,Smartphone,5,0,9,1,0,2,Increased,NO,Social Media,NO,NO
R1068,Outside Delhi-NCR,16,5,Average,Laptop/Desktop,2,1,10,1,2,4,Increased,NO,Listening to music,YES,YES
R1069,Outside Delhi-NCR,15,7,Good,Smartphone,3,2,6,0,1,3,Remain Constant,NO,Sleeping,NO,YES
R1070,Outside Delhi-NCR,16,5,Very poor,Smartphone,1,2,10,1.5,0,3,Remain Constant,NO,Online gaming,NO,NO
R1071,Delhi-NCR,16,4,Very poor,Smartphone,4,1,7,2,0,3,Remain Constant,NO,Watching web series,NO,YES
R1072,Delhi-NCR,16,7,Good,Tablet,3,0,8,0.5,0,2,Decreased,NO,Listening to music,NO,NO
R1073,Outside Delhi-NCR,30,2,Very poor,Laptop/Desktop,0,1,8,1,8,4,Increased,NO,Watching web series,NO,NO
R1074,Outside Delhi-NCR,16,5,Very poor,Smartphone,2,0.5,7,1,2,3,Remain Constant,NO,Calling friends,NO,YES
R1075,Delhi-NCR,15,5,Average,Laptop/Desktop,4,1,8,2,1,3,Remain Constant,NO,Listening to music,YES,YES
R1076,Delhi-NCR,16,4,Average,Laptop/Desktop,8,1,8,0.5,0.5,4,Decreased,NO,Listening to music,YES,YES
R1077,Delhi-NCR,15,4,Very poor,Laptop/Desktop,4,0,5,4,0,3,Decreased,NO,Online gaming,NO,NO
R1078,Delhi-NCR,15,4,Good,Smartphone,4,1,7,2,1,4,Remain Constant,NO,Online gaming,YES,YES
R1079,Delhi-NCR,15,8,Very poor,Smartphone,2,0,8,1,0,3,Increased,NO,Online gaming,NO,YES
R1080,Delhi-NCR,16,7,Good,Smartphone,2,0,8,0.5,1.5,3,Remain Constant,NO,Talking,NO,YES
R1081,Delhi-NCR,15,3,Average,Smartphone,4,0.5,7,1,1.5,4,Increased,NO,Listening to music,YES,YES
R1082,Outside Delhi-NCR,16,8,Average,Laptop/Desktop,1,0.3,8,0,0,2,Increased,YES,no stress,NO,NO
R1083,Delhi-NCR,16,7,Average,Laptop/Desktop,3,0,8,3,2,2,Remain Constant,NO,"Drawing, painting",NO,NO
R1084,Delhi-NCR,15,4,Average,Laptop/Desktop,4,1,7,1,1.5,3,Remain Constant,NO,Reading books,YES,YES
R1085,Delhi-NCR,16,8,Average,Laptop/Desktop,8,0,7,2,0,3,Remain Constant,NO,Listening to music,NO,NO
R1087,Delhi-NCR,15,5,Excellent,Laptop/Desktop,4,0.5,8,0,1,3,Remain Constant,NO,Sleeping,YES,YES
R1088,Delhi-NCR,16,8,Average,Smartphone,4,0,5,8,3,3,Remain Constant,NO,Listening to music,YES,YES
R1089,Delhi-NCR,16,8,Good,Laptop/Desktop,4,0,7,2,0,2,Increased,NO,Social Media,NO,YES
R1090,Delhi-NCR,16,4,Good,Smartphone,4,1,7,2,1,2,Remain Constant,NO,Listening to music,YES,YES
R1091,Delhi-NCR,16,7,Good,Smartphone,3,0,7,2,1,2,Increased,NO,Listening to music,NO,YES
R1092,Delhi-NCR,16,6,Average,Laptop/Desktop,1,0.5,9,1,1,2,Decreased,NO,All reading books watching web series listening to music and talking to friends,NO,YES
R1093,Delhi-NCR,17,6,Average,Smartphone,1,0,8,1,0,2,Remain Constant,NO,Online gaming,NO,NO
R1094,Delhi-NCR,16,8,Very poor,Smartphone,5,1,8,1,1,3,Remain Constant,NO,Sleeping,YES,YES
R1095,Delhi-NCR,16,4,Average,Laptop/Desktop,1,1,9,2,0.4,4,Remain Constant,NO,Online gaming,YES,NO
R1096,Delhi-NCR,15,9,Excellent,Laptop/Desktop,10,0.5,6,0,2,3,Remain Constant,NO,Reading books,NO,YES
R1097,Delhi-NCR,17,3,Very poor,Smartphone,6,0,8,2,0,3,Remain Constant,NO,Online gaming,YES,YES
R1098,Delhi-NCR,16,6,Very poor,Smartphone,3,1,10,1,0.5,3,Remain Constant,NO,Sleeping,YES,YES
R1099,Delhi-NCR,16,8,Average,Laptop/Desktop,0,0,6,6,0,3,Remain Constant,NO,Listening to music,NO,NO
R1100,Delhi-NCR,16,8,Average,Laptop/Desktop,1,0,8,1,2,2,Remain Constant,NO,Online gaming,YES,YES
R1101,Delhi-NCR,15,5,Very poor,Smartphone,3,1,9,3,0,3,Decreased,NO,Scrolling through social media,YES,YES
R1102,Delhi-NCR,16,4,Good,Smartphone,3,1,8,1,1,4,Remain Constant,NO,Talking,YES,NO
R1103,Delhi-NCR,17,4,Very poor,Laptop/Desktop,0,1,7,1,3,4,Increased,NO,Online gaming,NO,NO
R1104,Delhi-NCR,25,5,Average,Laptop/Desktop,1,3,6,5,0,3,Decreased,NO,Watching web series,YES,YES
R1105,Delhi-NCR,20,0,Very poor,Smartphone,6,1,9,3,0,3,Increased,NO,Listening to music,YES,YES
R1106,Delhi-NCR,16,5,Very poor,Smartphone,2,1,8,1,4,2,Increased,NO,Talking to your relatives,NO,YES
R1107,Delhi-NCR,16,4,Very poor,Smartphone,5,1,7,1,1,3,Increased,NO,Online surfing,YES,NO
R1108,Delhi-NCR,15,5,Good,Laptop/Desktop,2,2,6,0.5,2,3,Remain Constant,NO,Social Media,NO,NO
R1109,Delhi-NCR,16,4,Very poor,Smartphone,2,2,6,5,0,4,Increased,NO,Sleeping,NO,YES
R1110,Delhi-NCR,24,6,Average,Smartphone,6,0,7,2,0,3,Decreased,NO,Do some home related stuff,YES,NO
R1111,Delhi-NCR,16,5,Excellent,Smartphone,1,1,11,0,2,3,Remain Constant,NO,Listening to music,NO,YES
R1112,Delhi-NCR,16,5,Average,Laptop/Desktop,4,0,6,1,0,3,Remain Constant,NO,Painting ,YES,YES
R1113,Delhi-NCR,16,5,Average,Smartphone,2,1,10,1,0.5,3,Remain Constant,NO,Listening to music,NO,YES
R1114,Outside Delhi-NCR,15,6,Average,Smartphone,1,1,9,1,2,3,Decreased,NO,Listening to music,YES,YES
R1115,Outside Delhi-NCR,17,2,Very poor,Tablet,8,3,5,0,1,4,Increased,NO,Youtube,NO,YES
R1116,Delhi-NCR,16,5,Average,Laptop/Desktop,8,2,5,2,0,4,Remain Constant,NO,Taking with parents,YES,YES
R1117,Delhi-NCR,12,5,Good,Tablet,1,0,7,4,0,2,Increased,NO,Online gaming,YES,YES
R1118,Delhi-NCR,14,4,Excellent,Smartphone,2,1,9,1,2,3,Remain Constant,NO,Listening to music,YES,YES
R1119,Outside Delhi-NCR,13,4,Excellent,Smartphone,3,0.25,8,1,0.5,1,Increased,NO,Online gaming,YES,YES
R1120,Outside Delhi-NCR,12,5,Good,Smartphone,5,0,6,1,2,2,Remain Constant,NO,Listening to music,YES,YES
R1121,Delhi-NCR,15,6,Average,Smartphone,11,0.25,7,5,0,4,Increased,NO,"Online gaming , surfing and listening to music ",YES,YES
R1122,Delhi-NCR,13,5,Excellent,Tablet,4,1,8,0,0.5,4,Remain Constant,NO,Listening to music,YES,NO
R1123,Outside Delhi-NCR,12,4,Good,Tablet,1,1,9,1,3,3,Increased,NO,Listening to music,NO,YES
R1124,Outside Delhi-NCR,13,6,Good,Smartphone,2,2,6,1,1,1,Decreased,NO,Listening to music,YES,YES
R1125,Delhi-NCR,16,4,Good,Laptop/Desktop,1,1,7,1,3,2,Remain Constant,NO,Listening to music,YES,YES
R1126,Delhi-NCR,12,4,Excellent,Smartphone,2,1,6,0,2,2,Remain Constant,YES,Listening to music,YES,YES
R1127,Delhi-NCR,14,4,Good,Smartphone,3.5,0,9,2,3,3,Remain Constant,NO,Listening to music,YES,YES
R1128,Delhi-NCR,13,8,Good,Smartphone,3,1,13,1,2,2,Increased,NO,Meditation,NO,YES
R1129,Delhi-NCR,13,6,Average,Laptop/Desktop,2,0,5,1,0,3,Remain Constant,NO,Online gaming,NO,NO
R1130,Delhi-NCR,14,6,Average,Laptop/Desktop,8,1,8,1,0.1,2,Remain Constant,NO,Scrolling through social media,NO,NO
R1131,Delhi-NCR,14,4,Average,Smartphone,0,1,9,3,1,3,Remain Constant,NO,Online gaming,YES,YES
R1132,Delhi-NCR,14,6,Good,Smartphone,3,1,7,1,1,4,Remain Constant,NO,Sleeping,YES,YES
R1133,Delhi-NCR,14,6,Average,Smartphone,2,1,4,1,2,3,Remain Constant,NO,Dancing,YES,NO
R1134,Delhi-NCR,14,4,Excellent,Smartphone,2,2,12,1,2,3,Decreased,NO,Watching web series,YES,YES
R1135,Outside Delhi-NCR,13,5,Good,Tablet,4,1,8,1,0,2,Decreased,NO,Listening to music,YES,NO
R1136,Delhi-NCR,18,7,Average,Smartphone,4,0,6,1,0,2,Remain Constant,NO,Listening to music,NO,NO
R1137,Delhi-NCR,13,3,Good,Tablet,4,1,7,1,3,3,Increased,NO,Online gaming,NO,YES
R1138,Delhi-NCR,14,6,Average,Smartphone,3,1,10,1,2,4,Remain Constant,NO,Sleeping,YES,YES
R1139,Delhi-NCR,13,3,Very poor,Smartphone,1,2,7,3,2,3,Remain Constant,NO,Online gaming,NO,YES
R1140,Delhi-NCR,13,4,Average,Smartphone,2,1,8,2,5,3,Remain Constant,NO,I play Rubiks cube,NO,YES
R1141,Delhi-NCR,12,5.5,Good,Smartphone,2,1,7,3,1,2,Remain Constant,NO,Social Media,YES,YES
